# RA DEC XI ETA F475W F814W V VERR
11.455 42.123 0.576 0.856 24.069 21.101 -148.866 7.414 
11.513 42.127 0.619 0.861 22.897 20.756 -29.969 7.586 
11.421 42.139 0.551 0.872 23.931 21.146 -71.703 9.428 
11.469 42.146 0.586 0.88 25.413 22.354 -150.592 14.645 
11.431 42.15 0.558 0.883 23.405 21.218 2.661 10.362 
11.443 42.158 0.567 0.891 24.255 21.157 -90.094 7.42 
11.459 42.161 0.579 0.894 24.102 21.161 -55.976 8.582 
11.475 42.17 0.59 0.903 24.324 20.958 -74.911 8.19 
11.228 41.422 0.408 0.154 24.547 21.498 -226.679 25.048 
11.191 41.427 0.38 0.159 23.369 20.501 -235.912 6.553 
11.2 41.433 0.387 0.165 21.896 19.679 -41.095 4.58 
11.199 41.474 0.386 0.206 24.532 21.362 -292.658 11.831 
11.209 41.476 0.393 0.208 23.874 21.019 -430.071 33.295 
11.167 41.495 0.362 0.227 23.995 21.27 -150.923 6.599 
11.182 41.508 0.373 0.24 25.774 23.427 -237.999 37.542 
11.178 41.512 0.371 0.244 24.677 21.843 -49.258 32.468 
11.191 41.516 0.38 0.248 25.9 23.371 -237.727 20.088 
11.162 41.524 0.358 0.255 23.514 21.136 -183.645 13.101 
11.168 41.526 0.363 0.258 25.184 22.824 141.458 26.138 
11.162 41.531 0.358 0.263 23.64 20.579 -566.267 5.654 
11.159 41.537 0.356 0.268 23.391 20.364 13.419 0.186 
11.156 41.539 0.354 0.27 22.717 20.176 -174.193 5.966 
11.162 41.544 0.358 0.276 22.897 20.451 -55.519 7.92 
11.162 41.545 0.358 0.277 24.441 21.229 -105.447 16.13 
11.151 41.548 0.35 0.28 22.915 19.643 -227.374 9.308 
11.134 41.555 0.338 0.286 25.837 23.23 -123.327 -299800.0 
11.112 41.556 0.321 0.287 23.196 20.831 -318.539 10.216 
11.112 41.556 0.321 0.288 24.665 21.825 -89.988 28.773 
11.149 41.556 0.348 0.288 24.878 21.989 -120.999 6.137 
11.126 41.597 0.331 0.329 24.531 21.532 10.196 8.442 
11.096 41.61 0.308 0.341 23.191 20.162 -291.503 5.197 
11.08 41.613 0.296 0.344 25.212 22.147 -112.928 27.818 
11.118 41.614 0.325 0.345 22.077 20.065 -67.108 2.543 
11.082 41.617 0.298 0.349 22.664 20.442 -53.665 4.949 
11.082 41.622 0.298 0.353 21.468 18.378 -42.246 0.879 
11.132 41.632 0.335 0.364 22.084 19.9 -40.691 3.022 
11.134 41.635 0.337 0.366 21.579 18.691 -59.381 1.078 
11.114 41.639 0.322 0.37 24.587 22.098 -209.617 22.845 
11.104 41.644 0.314 0.375 22.666 19.599 -444.871 3.0 
11.086 41.645 0.301 0.377 23.068 20.837 -27.143 7.16 
11.117 41.646 0.324 0.378 23.146 20.069 -103.559 3.947 
11.064 41.647 0.285 0.379 23.067 20.608 -477.229 6.36 
11.089 41.65 0.303 0.381 22.251 19.738 -61.683 2.942 
11.058 41.651 0.28 0.382 23.614 21.205 -137.174 16.633 
11.122 41.654 0.328 0.385 24.595 21.249 -188.83 11.935 
11.089 41.657 0.303 0.388 22.761 19.952 -70.367 2.644 
11.099 41.66 0.31 0.392 21.388 18.513 49.078 -299800.0 
11.093 41.666 0.306 0.397 21.999 19.241 -72.241 1.816 
11.086 41.669 0.301 0.4 22.856 19.748 16.121 3.95 
11.086 41.67 0.301 0.401 23.994 20.631 -193.824 11.951 
11.156 41.586 0.354 0.318 23.506 21.032 -108.358 14.23 
11.151 41.593 0.35 0.324 23.717 21.121 -184.161 24.268 
11.162 41.53 0.358 0.261 24.525 21.598 -177.015 10.719 
11.195 41.488 0.383 0.22 24.676 21.408 -150.06 23.893 
11.332 41.828 0.485 0.56 23.253 20.778 -266.993 -299800.0 
11.32 41.832 0.476 0.564 25.059 22.876 -112.914 -299800.0 
11.309 41.833 0.468 0.566 23.495 20.595 -11.199 9.644 
11.41 41.838 0.543 0.571 25.747 23.697 -16.256 16.047 
11.259 41.846 0.43 0.578 25.61 23.75 -96.149 11.275 
11.261 41.846 0.431 0.578 22.748 20.639 -70.898 10.577 
11.176 41.846 0.368 0.578 23.909 20.639 -68.498 9.597 
11.232 41.848 0.41 0.58 23.004 20.79 -111.311 11.297 
11.153 41.849 0.351 0.581 24.933 21.941 -6.82 20.611 
11.332 41.85 0.485 0.582 22.449 20.191 -35.384 4.264 
11.358 41.854 0.504 0.587 24.936 22.726 -107.413 -299800.0 
11.297 41.855 0.459 0.588 22.9 19.896 -1.623 3.348 
11.339 41.864 0.49 0.597 23.06 19.926 -71.781 3.355 
11.124 41.867 0.329 0.598 21.769 19.167 -117.351 2.302 
11.235 41.867 0.412 0.599 24.208 21.363 -183.305 20.472 
11.41 41.871 0.543 0.604 21.968 19.943 -52.546 4.677 
11.246 41.872 0.421 0.604 23.723 21.094 -41.911 -299800.0 
11.389 41.873 0.527 0.606 21.85 19.981 -54.769 4.178 
11.347 41.874 0.496 0.607 24.231 20.959 -65.916 10.873 
11.226 41.876 0.405 0.608 21.959 19.301 -55.933 2.47 
11.22 41.877 0.401 0.609 23.133 20.888 -155.915 13.811 
11.202 41.878 0.387 0.61 23.723 20.898 -161.747 14.105 
11.176 41.878 0.368 0.61 22.731 20.196 -124.48 4.897 
11.296 41.88 0.458 0.612 22.446 20.075 -77.727 3.941 
11.296 41.882 0.457 0.614 23.589 21.082 -81.891 -299800.0 
11.281 41.883 0.447 0.615 23.517 20.486 -55.807 13.011 
11.202 41.883 0.387 0.615 24.621 21.674 -67.544 37.326 
11.202 41.883 0.387 0.615 24.621 21.674 -216.445 29.642 
11.172 41.89 0.365 0.621 22.813 19.823 -91.547 3.928 
11.319 41.892 0.475 0.624 25.178 22.752 -78.165 20.36 
11.295 41.894 0.457 0.627 23.388 20.388 -126.063 7.224 
11.277 41.895 0.444 0.627 22.04 19.416 -64.884 2.477 
11.151 41.896 0.349 0.628 22.61 19.639 -114.838 4.904 
11.154 41.905 0.352 0.637 24.345 21.38 -71.49 14.352 
11.178 41.907 0.369 0.638 24.021 21.293 -126.442 13.236 
11.115 41.919 0.322 0.651 23.765 21.013 -158.646 25.224 
11.115 41.919 0.322 0.651 23.765 21.013 -203.391 24.482 
11.496 41.866 0.608 0.599 21.839 19.991 -101.377 16.612 
11.534 41.877 0.635 0.611 25.604 22.339 -232.488 26.149 
11.522 41.878 0.627 0.612 22.938 20.501 -299.682 9.303 
11.482 41.88 0.597 0.614 24.277 21.341 -57.034 15.244 
11.282 41.888 0.447 0.62 23.666 20.777 -78.719 11.669 
11.304 41.891 0.464 0.623 22.794 20.705 -61.342 7.372 
11.306 41.891 0.465 0.624 23.2 20.912 -62.467 -299800.0 
11.445 41.892 0.569 0.625 22.887 19.784 -52.269 7.412 
11.542 41.894 0.641 0.628 23.141 20.49 -537.874 9.348 
11.389 41.895 0.527 0.628 24.722 21.545 -57.543 19.096 
11.444 41.895 0.568 0.628 23.175 20.662 -37.309 -299800.0 
11.49 41.895 0.603 0.629 23.734 20.689 26.569 6.546 
11.533 41.901 0.635 0.634 23.752 20.792 -22.682 8.026 
11.392 41.903 0.53 0.636 23.818 20.731 -32.38 17.574 
11.332 41.904 0.484 0.637 23.282 20.657 -131.987 15.224 
11.437 41.905 0.563 0.638 24.397 21.167 62.559 8.548 
11.46 41.909 0.58 0.642 23.387 21.116 -75.654 12.385 
11.375 41.911 0.516 0.644 23.652 21.78 -5.604 15.614 
11.435 41.912 0.562 0.645 24.345 21.416 -67.603 17.638 
11.432 41.92 0.559 0.654 23.088 21.206 -59.866 -299800.0 
11.475 41.926 0.592 0.659 22.293 19.866 -32.497 12.556 
11.483 41.926 0.597 0.66 23.877 20.785 -203.822 8.406 
11.456 41.927 0.577 0.661 23.008 20.653 -56.39 12.318 
11.343 41.937 0.493 0.67 22.241 20.441 -123.779 8.293 
11.332 41.945 0.484 0.677 22.817 20.808 -66.546 -299800.0 
11.325 41.954 0.479 0.686 23.426 20.826 -85.096 8.079 
11.378 42.054 0.518 0.787 16.459 14.652 47.451 0.17 
11.531 41.94 0.633 0.674 23.912 20.974 -134.968 7.248 
11.484 41.946 0.598 0.68 24.665 22.311 -55.25 15.599 
11.499 41.948 0.609 0.682 22.494 20.155 -68.486 6.368 
11.526 41.948 0.63 0.682 23.366 20.987 -138.543 10.313 
11.541 41.955 0.641 0.689 23.66 21.315 -95.156 -299800.0 
11.526 41.957 0.629 0.691 23.58 20.306 -71.568 6.893 
11.519 41.966 0.624 0.699 24.443 22.408 -45.391 9.121 
11.571 41.967 0.663 0.701 22.935 20.839 -71.159 8.05 
11.482 41.97 0.597 0.703 22.695 20.735 -59.77 4.357 
11.478 41.975 0.594 0.708 23.066 20.842 -65.221 12.239 
11.528 41.976 0.631 0.709 22.416 19.682 -155.481 8.664 
11.5 41.98 0.61 0.714 21.551 19.773 -26.008 12.788 
11.46 41.981 0.58 0.715 24.522 21.174 -125.662 10.24 
11.475 41.983 0.591 0.716 24.794 22.808 -471.656 19.591 
11.506 41.983 0.614 0.716 22.504 20.018 -61.548 3.815 
11.529 41.984 0.631 0.717 23.36 20.811 -190.933 8.137 
11.539 41.986 0.639 0.72 25.095 23.009 -185.587 23.994 
11.467 41.987 0.585 0.72 23.893 21.006 -107.718 8.622 
11.244 41.987 0.419 0.719 22.837 20.768 -71.305 9.809 
11.564 41.987 0.658 0.721 22.324 19.399 -89.976 9.892 
11.564 41.987 0.658 0.721 22.324 19.399 -75.02 5.857 
11.45 41.992 0.572 0.725 23.69 20.86 -119.589 6.116 
11.448 41.992 0.571 0.725 22.638 20.771 -79.866 5.99 
11.556 41.994 0.651 0.728 23.534 20.828 -158.204 10.579 
11.44 41.997 0.565 0.73 24.238 21.055 -98.435 11.735 
11.226 42.0 0.405 0.732 23.737 20.423 -151.831 6.125 
11.403 42.002 0.537 0.735 22.075 19.483 -50.7 9.167 
11.421 42.004 0.551 0.738 23.899 21.365 3.934 14.61 
11.502 42.011 0.611 0.745 24.193 21.06 -144.373 9.433 
11.346 42.015 0.495 0.748 23.334 21.099 -318.475 12.36 
11.295 42.018 0.457 0.75 23.631 20.946 -214.42 6.241 
11.237 42.024 0.413 0.756 23.23 20.745 -571.329 5.89 
11.238 42.049 0.414 0.781 24.565 21.456 -390.598 13.775 
11.276 42.01 0.442 0.743 25.312 22.399 -195.218 10.587 
11.316 41.976 0.472 0.709 23.701 21.11 -161.549 -299800.0 
11.29 41.971 0.453 0.703 25.532 22.707 -220.465 8.477 
11.291 41.971 0.454 0.703 25.27 23.168 -171.073 19.752 
11.886 42.132 0.898 0.869 23.395 20.961 -308.367 8.033 
11.879 42.136 0.892 0.873 23.274 20.792 -392.48 6.278 
11.837 42.139 0.861 0.875 23.308 20.804 -268.731 5.334 
11.904 42.141 0.912 0.878 24.396 21.019 -76.396 5.631 
11.881 42.152 0.894 0.889 23.494 20.613 -520.924 8.214 
11.905 42.154 0.912 0.891 23.357 20.636 -92.102 10.96 
11.807 42.156 0.839 0.892 24.619 21.294 -112.614 11.609 
11.906 42.156 0.913 0.893 23.493 21.134 -18.158 9.873 
11.791 42.159 0.826 0.895 23.423 21.068 -344.172 13.045 
11.877 42.16 0.891 0.897 23.634 21.268 -52.691 8.739 
11.916 42.161 0.92 0.899 23.33 20.883 -239.003 13.404 
11.816 42.162 0.845 0.898 23.075 20.665 -85.485 12.56 
11.787 42.164 0.824 0.9 22.587 20.562 -71.074 4.15 
11.891 42.167 0.901 0.904 22.812 20.677 -74.112 6.178 
11.66 42.167 0.728 0.902 23.731 21.353 -13.167 10.269 
11.884 42.171 0.896 0.908 23.773 21.278 -248.484 -299800.0 
11.865 42.171 0.882 0.908 23.716 21.398 -263.841 6.05 
11.936 42.171 0.935 0.909 23.987 20.91 -87.159 11.646 
11.784 42.172 0.821 0.908 24.084 20.951 -36.176 5.389 
11.773 42.172 0.813 0.908 23.871 20.807 -84.641 -299800.0 
11.777 42.174 0.816 0.91 23.425 20.846 -325.824 4.32 
11.905 42.175 0.912 0.912 24.08 20.991 -114.867 7.132 
11.734 42.175 0.784 0.911 23.767 21.091 -526.28 7.391 
11.718 42.177 0.772 0.913 23.858 21.197 -11.627 14.924 
11.884 42.177 0.896 0.914 22.767 19.908 -13.965 4.412 
11.815 42.178 0.845 0.914 23.994 20.874 -306.976 4.801 
11.865 42.181 0.882 0.918 23.537 21.349 -133.464 -299800.0 
11.929 42.182 0.93 0.92 25.127 23.107 -269.893 20.513 
11.839 42.184 0.863 0.92 24.55 22.16 -36.62 -299800.0 
11.937 42.184 0.936 0.922 22.741 20.647 -103.061 5.643 
11.927 42.185 0.928 0.922 23.91 21.126 -36.34 11.52 
11.766 42.187 0.808 0.923 23.791 21.056 -115.074 -299800.0 
11.872 42.188 0.887 0.924 24.356 21.661 -91.885 -299800.0 
11.758 42.189 0.802 0.925 22.542 19.307 -6.213 2.277 
11.871 42.191 0.886 0.928 24.494 21.468 -70.687 28.699 
11.725 42.191 0.777 0.926 23.826 21.325 -137.389 9.924 
11.743 42.191 0.79 0.927 22.778 20.648 -84.579 12.796 
11.883 42.192 0.895 0.929 23.878 20.897 -27.634 7.268 
11.78 42.192 0.818 0.928 23.032 20.863 -70.717 8.755 
11.896 42.193 0.904 0.93 23.852 21.225 -40.8 9.726 
11.881 42.193 0.894 0.93 22.245 20.022 -82.137 2.436 
11.703 42.195 0.761 0.93 24.148 20.842 -42.224 5.358 
11.694 42.2 0.754 0.935 23.687 20.392 -62.276 3.524 
11.793 42.202 0.828 0.938 23.06 20.963 -103.753 6.119 
11.825 42.203 0.851 0.94 22.462 20.306 -78.242 3.555 
11.805 42.207 0.837 0.943 23.794 20.91 -253.191 6.929 
11.774 42.207 0.814 0.943 23.738 20.983 -60.658 5.628 
11.674 42.208 0.739 0.943 23.459 21.176 -33.512 11.105 
11.754 42.21 0.799 0.945 23.953 21.229 -267.986 10.026 
11.777 42.21 0.816 0.946 23.938 20.802 -154.9 3.87 
11.83 42.211 0.856 0.947 24.084 20.789 -47.486 8.955 
11.77 42.213 0.811 0.949 22.876 20.813 -67.931 13.704 
11.612 42.217 0.693 0.952 21.558 18.61 -51.742 0.736 
11.724 42.22 0.777 0.955 23.594 20.76 -39.105 4.039 
11.791 42.221 0.826 0.957 23.379 20.098 -59.829 7.451 
11.748 42.226 0.794 0.962 23.758 21.393 -120.957 13.896 
11.578 42.229 0.668 0.963 23.218 20.961 -44.498 7.001 
11.631 42.202 0.707 0.936 21.131 18.785 -88.959 1.914 
11.666 42.18 0.733 0.915 22.291 19.867 -50.064 3.455 
11.681 42.168 0.745 0.903 25.989 23.605 -48.774 11.8 
11.829 42.096 0.855 0.833 23.423 21.063 -524.15 6.91 
11.904 42.099 0.912 0.836 23.936 20.896 -253.72 5.754 
11.868 42.102 0.884 0.839 23.611 20.737 -101.184 8.036 
11.877 42.11 0.891 0.847 22.335 20.264 -137.366 3.165 
11.824 42.11 0.851 0.846 23.636 21.158 -317.347 9.174 
11.917 42.116 0.921 0.854 23.188 20.773 -75.612 5.142 
11.797 42.118 0.831 0.854 22.376 19.594 -116.878 1.953 
11.771 42.12 0.812 0.856 23.396 20.93 -88.153 11.828 
11.874 42.121 0.889 0.858 23.279 20.385 -5.632 5.788 
11.822 42.123 0.85 0.86 23.41 21.357 -109.525 13.421 
11.666 42.126 0.734 0.861 23.645 20.694 -30.042 3.95 
11.902 42.127 0.91 0.865 23.351 21.012 -61.929 15.379 
11.91 42.128 0.915 0.865 22.681 20.278 -55.797 9.75 
11.743 42.128 0.791 0.864 23.191 20.536 -86.161 8.848 
11.78 42.131 0.818 0.867 21.02 18.302 -72.942 0.73 
11.924 42.134 0.926 0.872 23.109 20.666 -432.712 29.631 
11.916 42.134 0.92 0.872 23.465 20.827 -485.644 6.435 
11.867 42.135 0.884 0.872 23.711 21.091 -214.885 11.989 
11.868 42.135 0.884 0.872 24.621 21.267 -112.278 12.889 
11.618 42.142 0.697 0.877 23.514 20.768 -383.873 6.066 
11.661 42.143 0.729 0.878 24.498 22.339 -520.059 24.348 
11.768 42.143 0.81 0.879 25.101 22.101 -209.308 -299800.0 
11.737 42.147 0.787 0.882 23.597 21.345 21.615 11.135 
11.856 42.149 0.876 0.885 23.312 20.83 -99.272 9.402 
11.892 42.149 0.902 0.886 23.349 21.32 -113.091 13.412 
11.899 42.149 0.908 0.886 24.125 20.808 -154.814 6.594 
11.824 42.15 0.852 0.886 24.621 21.656 -454.349 15.225 
11.596 42.15 0.681 0.884 25.679 23.373 -118.053 7.851 
11.86 42.152 0.879 0.889 23.668 21.205 -32.564 6.362 
11.657 42.154 0.726 0.889 22.726 20.779 -50.646 5.182 
11.769 42.155 0.81 0.891 23.304 21.081 -49.071 -299800.0 
11.864 42.156 0.881 0.893 25.488 23.264 -177.931 25.142 
11.584 42.16 0.672 0.894 22.83 20.669 -81.692 4.166 
11.687 42.16 0.749 0.895 23.661 20.94 -16.38 13.887 
11.724 42.161 0.776 0.896 23.275 21.365 -54.697 -299800.0 
11.723 42.164 0.776 0.9 23.805 20.836 -456.849 6.326 
11.576 42.165 0.666 0.899 23.465 21.158 -144.166 11.573 
11.811 42.165 0.842 0.901 23.527 21.169 -90.155 7.06 
11.802 42.166 0.835 0.902 23.893 20.734 -117.749 6.107 
11.764 42.167 0.806 0.903 25.737 22.921 -80.041 22.416 
11.699 42.167 0.758 0.902 25.135 23.269 -57.052 17.48 
11.848 42.168 0.869 0.905 23.343 21.164 -74.06 6.107 
11.78 42.17 0.818 0.906 23.245 20.97 -58.358 6.072 
11.825 42.172 0.852 0.908 24.747 21.441 -53.696 12.154 
11.795 42.174 0.829 0.91 23.051 20.023 -33.264 3.531 
11.583 42.176 0.671 0.91 23.343 21.226 -35.803 7.661 
11.607 42.179 0.689 0.913 23.319 21.007 -33.373 8.504 
11.595 42.198 0.68 0.933 25.134 22.266 -231.057 37.932 
11.612 42.138 0.693 0.872 22.708 20.608 -64.905 8.705 
11.681 42.168 0.745 0.903 25.989 23.605 -42.989 17.635 
11.567 41.905 0.661 0.639 24.431 21.181 -78.851 9.118 
11.565 41.923 0.659 0.657 23.102 21.117 -92.824 5.923 
11.591 41.924 0.678 0.658 23.99 20.817 -0.93 7.1 
11.503 41.926 0.613 0.659 22.525 20.627 -49.101 2.823 
11.578 41.927 0.669 0.661 23.925 20.746 -266.904 8.803 
11.527 41.933 0.63 0.667 24.625 21.395 -191.905 8.289 
11.602 41.937 0.687 0.671 23.294 20.748 -129.603 3.322 
11.529 41.937 0.632 0.671 23.944 20.803 -130.201 13.601 
11.557 41.945 0.653 0.679 24.702 21.381 34.781 6.179 
11.526 41.948 0.63 0.682 23.366 20.987 -144.085 5.412 
11.526 41.948 0.629 0.682 25.366 23.295 -180.711 36.151 
11.558 41.951 0.653 0.685 24.539 21.356 -39.985 8.072 
11.604 41.952 0.688 0.686 24.786 21.425 -127.707 11.05 
11.576 41.961 0.667 0.695 22.898 20.838 -92.871 4.302 
11.483 41.966 0.597 0.699 23.142 21.149 -70.584 18.607 
11.571 41.967 0.663 0.701 22.935 20.839 -76.522 4.549 
11.503 41.977 0.612 0.711 21.98 20.121 -31.013 2.114 
11.483 41.979 0.598 0.712 23.537 20.36 -70.386 3.378 
11.542 41.981 0.642 0.715 23.375 20.753 -147.901 3.269 
11.529 41.984 0.631 0.717 23.36 20.811 -204.731 4.94 
11.523 41.989 0.627 0.722 24.36 21.106 -130.932 5.293 
11.445 42.006 0.569 0.739 22.911 20.031 -24.33 2.552 
11.52 42.008 0.625 0.741 24.185 21.077 -113.669 7.802 
11.485 42.008 0.598 0.742 23.887 20.887 -87.931 5.116 
11.496 42.01 0.606 0.744 23.697 20.576 -99.471 3.196 
11.504 42.014 0.612 0.748 22.681 19.899 -51.096 3.916 
11.473 42.016 0.59 0.75 23.91 20.848 -73.336 4.611 
11.426 42.019 0.554 0.752 23.927 20.945 -147.26 5.551 
11.456 42.019 0.577 0.753 24.528 22.103 -78.899 14.621 
11.459 42.022 0.579 0.756 24.2 21.153 -125.572 7.47 
11.44 42.023 0.565 0.756 23.55 20.706 -231.223 4.29 
11.426 42.025 0.554 0.758 24.247 21.036 -160.965 5.733 
11.457 42.028 0.577 0.761 22.688 20.476 -88.994 2.472 
11.517 42.032 0.623 0.765 24.25 21.415 -60.847 9.452 
11.377 42.034 0.518 0.767 21.317 18.393 -48.386 0.52 
11.493 42.037 0.605 0.771 24.401 21.346 -149.576 7.096 
11.492 42.04 0.604 0.774 24.268 21.117 -39.768 5.382 
11.467 42.053 0.585 0.786 23.532 20.813 -0.41 3.327 
11.365 42.054 0.508 0.787 23.643 21.277 -106.482 6.856 
11.362 42.056 0.506 0.789 24.173 21.437 -276.511 6.575 
11.414 42.058 0.546 0.791 23.458 21.002 -141.829 5.949 
11.458 42.06 0.578 0.793 24.7 21.334 -42.406 5.244 
11.384 42.061 0.523 0.794 23.942 20.709 -118.073 3.462 
11.347 42.062 0.495 0.794 23.934 21.388 -37.816 5.873 
11.359 42.064 0.504 0.796 24.083 20.984 -186.325 4.818 
11.396 42.064 0.532 0.797 23.91 21.394 -97.34 4.819 
11.382 42.068 0.522 0.8 23.925 20.954 -1.296 6.407 
11.474 42.068 0.59 0.802 24.325 21.245 -31.499 7.458 
11.46 42.069 0.579 0.803 23.926 20.727 -328.423 4.321 
11.35 42.072 0.497 0.805 23.022 20.424 -118.441 2.434 
11.369 42.072 0.511 0.805 23.569 20.236 -112.645 2.789 
11.44 42.076 0.565 0.809 23.346 20.3 -47.325 2.948 
11.358 42.079 0.503 0.811 24.488 21.38 -85.969 7.24 
11.397 42.08 0.533 0.813 24.466 21.116 15.365 5.405 
11.376 42.086 0.517 0.819 25.093 21.711 -122.255 16.36 
11.402 42.089 0.536 0.822 23.02 20.003 -59.148 1.811 
11.37 42.089 0.513 0.822 23.376 20.776 -69.577 3.886 
11.39 42.108 0.527 0.84 24.137 21.144 -173.462 6.862 
11.393 42.11 0.529 0.843 22.188 19.399 -597.7 1.877 
11.372 42.123 0.513 0.856 24.111 21.214 -36.784 9.64 
11.546 42.133 0.644 0.867 22.164 19.748 -37.155 2.55 
11.566 42.136 0.659 0.87 23.77 21.16 -162.466 11.101 
11.581 42.138 0.67 0.872 22.162 19.294 -51.348 1.505 
11.593 42.146 0.679 0.88 22.97 21.121 -94.213 2.9 
11.533 42.149 0.634 0.882 23.425 20.393 -69.663 3.098 
11.547 42.15 0.644 0.884 23.889 20.849 -244.064 5.098 
11.594 42.153 0.679 0.887 23.057 20.839 -54.863 4.079 
11.526 42.158 0.629 0.892 22.548 19.459 -44.504 1.657 
11.533 42.16 0.634 0.894 23.686 20.926 -192.747 8.295 
11.54 42.173 0.639 0.907 23.701 21.09 -68.372 6.386 
11.533 42.173 0.634 0.907 23.047 21.084 -78.864 8.284 
11.596 42.175 0.681 0.909 22.898 20.943 -41.924 4.457 
11.66 42.177 0.729 0.912 23.135 21.126 -69.26 5.701 
11.617 42.177 0.697 0.912 23.021 20.864 -35.376 3.731 
11.624 42.19 0.702 0.924 23.071 20.637 -35.677 2.638 
11.593 42.201 0.679 0.935 23.373 21.259 -134.558 4.486 
11.724 42.215 0.776 0.95 22.921 20.736 -77.116 6.183 
11.7 42.218 0.759 0.954 22.666 20.585 -74.854 4.69 
11.629 42.219 0.705 0.953 23.609 21.419 -444.652 11.168 
11.698 42.222 0.757 0.958 22.229 19.54 -31.253 1.216 
11.665 42.228 0.732 0.963 23.791 20.998 -118.199 5.853 
11.725 42.234 0.777 0.969 23.297 20.967 -278.807 6.092 
11.642 42.237 0.715 0.972 23.879 21.172 -86.542 3.483 
11.751 42.237 0.797 0.973 23.976 21.046 -39.437 5.208 
11.743 42.238 0.79 0.974 24.653 21.346 -109.416 8.344 
11.788 42.238 0.824 0.974 23.434 21.31 -63.994 4.778 
11.752 42.241 0.797 0.977 23.745 21.374 -337.874 12.583 
11.665 42.246 0.732 0.981 23.101 20.756 -98.274 6.248 
11.664 42.245 0.732 0.98 25.306 21.979 -199.552 20.105 
11.702 42.249 0.759 0.984 23.931 21.348 -135.447 5.615 
11.749 42.251 0.795 0.986 23.533 20.609 -40.472 3.614 
11.694 42.251 0.753 0.986 23.747 20.732 -107.806 3.417 
11.72 42.251 0.773 0.987 23.422 20.471 -138.014 4.304 
11.779 42.253 0.817 0.989 23.871 20.935 -50.308 26.45 
11.671 42.255 0.736 0.99 22.922 20.711 -53.579 3.34 
11.812 42.262 0.842 0.998 24.028 20.808 -271.091 5.175 
11.726 42.266 0.778 1.002 22.837 20.453 -94.463 2.6 
11.734 42.269 0.784 1.004 23.853 21.327 2.381 -299800.0 
11.603 42.115 0.686 0.85 23.701 20.897 -40.054 8.907 
11.622 42.12 0.701 0.854 23.232 20.06 -47.677 4.608 
11.598 42.121 0.683 0.855 23.329 20.885 -106.441 8.51 
11.587 42.126 0.675 0.86 23.98 20.861 -240.483 6.823 
11.606 42.13 0.688 0.865 22.92 20.942 -26.239 7.679 
11.56 42.146 0.654 0.88 24.156 20.905 -120.855 11.408 
11.668 42.149 0.734 0.884 23.225 21.142 -46.82 7.611 
11.59 42.152 0.676 0.886 22.909 20.828 -48.634 7.568 
11.615 42.167 0.695 0.901 23.625 21.291 -40.565 11.832 
11.612 42.173 0.693 0.907 23.086 20.695 -62.205 5.277 
11.615 42.176 0.695 0.91 24.953 21.644 -43.37 41.271 
11.694 42.179 0.754 0.915 23.786 21.441 -48.241 17.048 
11.725 42.18 0.777 0.915 23.949 21.018 -36.523 8.105 
11.676 42.186 0.741 0.921 23.482 20.68 -65.506 5.434 
11.75 42.189 0.796 0.924 23.167 20.752 64.801 7.545 
11.769 42.197 0.81 0.933 23.478 20.826 -102.087 12.559 
11.776 42.202 0.816 0.937 23.322 20.833 -104.604 6.332 
11.688 42.202 0.75 0.937 26.422 23.917 -27.904 85.772 
11.694 42.203 0.754 0.938 23.665 20.583 -58.172 5.577 
11.709 42.21 0.765 0.945 23.63 21.169 -35.258 8.705 
11.768 42.212 0.809 0.947 23.443 20.983 -96.672 5.604 
11.8 42.214 0.833 0.95 22.341 19.837 -65.747 2.044 
11.724 42.214 0.776 0.95 23.679 21.277 -9.842 19.49 
11.682 42.219 0.745 0.954 24.219 20.833 -48.74 6.337 
11.819 42.22 0.847 0.957 23.431 20.808 -200.583 5.851 
11.748 42.223 0.795 0.959 24.029 20.873 -40.211 7.402 
11.766 42.224 0.808 0.96 23.443 21.211 -53.803 7.116 
11.769 42.225 0.81 0.961 23.129 20.827 -12.684 7.753 
11.712 42.226 0.767 0.962 23.216 20.446 -143.741 5.37 
11.831 42.227 0.856 0.963 23.352 20.691 -43.738 7.335 
11.733 42.227 0.783 0.962 22.435 20.381 -30.691 5.96 
11.835 42.232 0.859 0.968 23.64 21.059 -248.002 -299800.0 
11.831 42.234 0.856 0.97 22.43 20.599 -85.105 5.375 
11.826 42.244 0.853 0.98 22.631 20.419 -81.085 4.44 
11.816 42.245 0.845 0.981 22.795 20.433 -84.859 3.518 
11.736 42.246 0.785 0.982 23.573 20.34 -59.369 3.776 
11.838 42.248 0.861 0.985 22.131 19.664 -78.722 2.06 
11.793 42.248 0.828 0.985 24.12 21.262 -85.1 -299800.0 
11.83 42.252 0.856 0.989 23.446 21.051 -462.221 10.586 
11.833 42.254 0.857 0.991 23.3 20.611 -378.591 5.82 
11.842 42.266 0.864 1.003 23.741 21.615 -135.384 29.597 
11.778 42.269 0.816 1.005 25.974 23.951 -132.404 7.157 
11.785 42.271 0.822 1.007 21.696 19.716 -4.849 3.774 
11.8 42.278 0.833 1.014 22.609 20.442 -49.428 2.931 
